Title,Body,Status,Priority,Wave,Effort,Theme,Implementation Ready,Source Kind,Source Repo,Source Ref,Source URL,Labels,Board ID
"Create or refresh provider quickstart derived from ""feature(codex-spark): Adds GPT 5.3 Codex Spark model and updates Codex client version"" with setup/auth/model/sanity-check flow.",Execution item CP2K-1173 | Source: router-for-me/CLIProxyAPI pr#1581 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1581 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,docs-quickstarts,yes,pr,router-for-me/CLIProxyAPI,pr#1581,https://github.com/router-for-me/CLIProxyAPI/pull/1581,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1173
"Generalize ""Fix duplicate/empty tool_use blocks in OpenAI->Claude streaming translation"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-1174 | Source: router-for-me/CLIProxyAPI pr#1579 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1579 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1579,https://github.com/router-for-me/CLIProxyAPI/pull/1579,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1174
"Improve CLI UX around ""fix(antigravity): align Client-Metadata platform/identity with Antigravity requests"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1175 | Source: router-for-me/CLIProxyAPI pr#1578 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1578 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,provider-model-registry,yes,pr,router-for-me/CLIProxyAPI,pr#1578,https://github.com/router-for-me/CLIProxyAPI/pull/1578,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1175
"Port relevant thegent-managed behavior implied by ""Add CLIProxyAPI Dashboard to 'Who is with us?' section"" into cliproxy Go CLI commands and interactive setup.",Execution item CP2K-1178 | Source: router-for-me/CLIProxyAPI pr#1568 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1568 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,go-cli-extraction,yes,pr,router-for-me/CLIProxyAPI,pr#1568,https://github.com/router-for-me/CLIProxyAPI/pull/1568,"board-2000,theme:go-cli-extraction,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1178
"Standardize naming/metadata affected by ""feat(antigravity/claude): add web search support"" across both repos and docs.","Execution item CP2K-1180 | Source: router-for-me/CLIProxyAPI pr#1565 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1565 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1565,https://github.com/router-for-me/CLIProxyAPI/pull/1565,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1180
"Follow up ""feat(gemini-cli): add Google One login and improve auto-discovery"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1181 | Source: router-for-me/CLIProxyAPI pr#1543 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1543 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1543,https://github.com/router-for-me/CLIProxyAPI/pull/1543,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1181
"Operationalize ""feat(translator): OpenAI web search annotations passthrough"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-1183 | Source: router-for-me/CLIProxyAPI pr#1539 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1539 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1539,https://github.com/router-for-me/CLIProxyAPI/pull/1539,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1183
"Generalize ""feat: per-account excluded_models & priority support for OAuth auth files"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-1184 | Source: router-for-me/CLIProxyAPI pr#1537 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1537 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1537,https://github.com/router-for-me/CLIProxyAPI/pull/1537,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1184
"Improve CLI UX around ""feat(thinking): unify Claude adaptive reasoning behavior"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1185 | Source: router-for-me/CLIProxyAPI pr#1534 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1534 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1534,https://github.com/router-for-me/CLIProxyAPI/pull/1534,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1185
"Extend docs for ""feat(translator): grounding metadata + Claude web_search citation passthrough"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-1186 | Source: router-for-me/CLIProxyAPI pr#1532 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1532 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1532,https://github.com/router-for-me/CLIProxyAPI/pull/1532,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1186
"Add robust stream/non-stream parity tests for ""fix: handle plain string content in OpenAI Responses → Gemini translation"" across supported providers.",Execution item CP2K-1187 | Source: router-for-me/CLIProxyAPI pr#1529 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1529 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1529,https://github.com/router-for-me/CLIProxyAPI/pull/1529,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1187
"Refactor internals touched by ""feat(auth): add post-auth hook mechanism"" to reduce coupling and improve maintainability.",Execution item CP2K-1188 | Source: router-for-me/CLIProxyAPI pr#1527 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1527 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1527,https://github.com/router-for-me/CLIProxyAPI/pull/1527,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1188
"Add process-compose/HMR refresh workflow linked to ""fix(codex): remove unsupported 'user' field from /v1/responses payload"" for deterministic local runtime reload.",Execution item CP2K-1189 | Source: router-for-me/CLIProxyAPI pr#1523 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1523 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,dev-runtime-refresh,yes,pr,router-for-me/CLIProxyAPI,pr#1523,https://github.com/router-for-me/CLIProxyAPI/pull/1523,"board-2000,theme:dev-runtime-refresh,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1189
"Create or refresh provider quickstart derived from ""feature(proxy): Adds special handling for client cancellations in proxy error handler"" with setup/auth/model/sanity-check flow.","Execution item CP2K-1190 | Source: router-for-me/CLIProxyAPI pr#1522 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1522 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,M,docs-quickstarts,yes,pr,router-for-me/CLIProxyAPI,pr#1522,https://github.com/router-for-me/CLIProxyAPI/pull/1522,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1190
"Follow up ""feat(translator): support Claude thinking type adaptive"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1191 | Source: router-for-me/CLIProxyAPI pr#1519 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1519 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1519,https://github.com/router-for-me/CLIProxyAPI/pull/1519,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1191
"Operationalize ""feat: add adaptive thinking type and output_config.effort support"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-1193 | Source: router-for-me/CLIProxyAPI pr#1516 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1516 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1516,https://github.com/router-for-me/CLIProxyAPI/pull/1516,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1193
"Generalize ""fix(translator): fix nullable type arrays breaking Gemini/Antigravity API"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-1194 | Source: router-for-me/CLIProxyAPI pr#1511 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1511 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1511,https://github.com/router-for-me/CLIProxyAPI/pull/1511,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1194
"Improve CLI UX around ""fix(amp): rewrite response.model in Responses API SSE events"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1195 | Source: router-for-me/CLIProxyAPI pr#1506 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1506 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1506,https://github.com/router-for-me/CLIProxyAPI/pull/1506,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1195
"Design non-subprocess integration contract related to ""feat(executor): add session ID and HMAC-SHA256 signature generation for iFlow API requests"" with Go bindings primary and API fallback.",Execution item CP2K-1196 | Source: router-for-me/CLIProxyAPI pr#1502 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1502 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,integration-api-bindings,yes,pr,router-for-me/CLIProxyAPI,pr#1502,https://github.com/router-for-me/CLIProxyAPI/pull/1502,"board-2000,theme:integration-api-bindings,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1196
"Port relevant thegent-managed behavior implied by ""fix(management): ensure management.html is available synchronously and improve asset sync handling"" into cliproxy Go CLI commands and interactive setup.",Execution item CP2K-1197 | Source: router-for-me/CLIProxyAPI pr#1492 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1492 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,go-cli-extraction,yes,pr,router-for-me/CLIProxyAPI,pr#1492,https://github.com/router-for-me/CLIProxyAPI/pull/1492,"board-2000,theme:go-cli-extraction,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1197
"Prepare safe rollout for ""refactor(management): streamline control panel management and implement sync throttling"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-1199 | Source: router-for-me/CLIProxyAPI pr#1479 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1479 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,websocket-and-streaming,yes,pr,router-for-me/CLIProxyAPI,pr#1479,https://github.com/router-for-me/CLIProxyAPI/pull/1479,"board-2000,theme:websocket-and-streaming,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1199
"Follow up ""fix: migrate claude-opus-4-5 to 4-6 aliases & strip thinking blocks from non-thinking responses"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1201 | Source: router-for-me/CLIProxyAPI pr#1473 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1473 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1473,https://github.com/router-for-me/CLIProxyAPI/pull/1473,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1201
"Harden ""Fix Kimi tool-call payload normalization for reasoning_content"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1202 | Source: router-for-me/CLIProxyAPI pr#1467 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1467 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1467,https://github.com/router-for-me/CLIProxyAPI/pull/1467,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1202
"Operationalize ""fix(kimi): add OAuth model-alias channel support and cover OAuth excl…"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-1203 | Source: router-for-me/CLIProxyAPI pr#1465 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1465 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,provider-model-registry,yes,pr,router-for-me/CLIProxyAPI,pr#1465,https://github.com/router-for-me/CLIProxyAPI/pull/1465,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1203
"Improve CLI UX around ""fix(auth): return HTTP 429 instead of 500 for auth_unavailable error"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1205 | Source: router-for-me/CLIProxyAPI pr#1460 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1460 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,provider-model-registry,yes,pr,router-for-me/CLIProxyAPI,pr#1460,https://github.com/router-for-me/CLIProxyAPI/pull/1460,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1205
"Extend docs for ""fix: custom antigravity proxy prompt & respect disable-cooling for all errors"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-1206 | Source: router-for-me/CLIProxyAPI pr#1454 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1454 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,oauth-and-authentication,yes,pr,router-for-me/CLIProxyAPI,pr#1454,https://github.com/router-for-me/CLIProxyAPI/pull/1454,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1206
"Create or refresh provider quickstart derived from ""Add Kimi (Moonshot AI) provider support"" with setup/auth/model/sanity-check flow.",Execution item CP2K-1207 | Source: router-for-me/CLIProxyAPI pr#1450 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1450 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,docs-quickstarts,yes,pr,router-for-me/CLIProxyAPI,pr#1450,https://github.com/router-for-me/CLIProxyAPI/pull/1450,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1207
"Refactor internals touched by ""Add Kimi (Moonshot AI) provider support"" to reduce coupling and improve maintainability.",Execution item CP2K-1208 | Source: router-for-me/CLIProxyAPI pr#1449 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1449 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1449,https://github.com/router-for-me/CLIProxyAPI/pull/1449,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1208
"Harden ""feat(antigravity): add optional web_search tool translation for Claude API"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-1212 | Source: router-for-me/CLIProxyAPI pr#1436 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1436 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1436,https://github.com/router-for-me/CLIProxyAPI/pull/1436,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1212
"Operationalize ""fix: Enable extended thinking support for Claude Haiku 4.5"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-1213 | Source: router-for-me/CLIProxyAPI pr#1435 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1435 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1435,https://github.com/router-for-me/CLIProxyAPI/pull/1435,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1213
"Improve CLI UX around ""fix(gemini): support snake_case thinking config fields from Python SDK"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1215 | Source: router-for-me/CLIProxyAPI pr#1429 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1429 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1429,https://github.com/router-for-me/CLIProxyAPI/pull/1429,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1215
"Port relevant thegent-managed behavior implied by ""Feature/rovo integration and repo consolidation"" into cliproxy Go CLI commands and interactive setup.",Execution item CP2K-1216 | Source: router-for-me/CLIProxyAPI pr#1428 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1428 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,go-cli-extraction,yes,pr,router-for-me/CLIProxyAPI,pr#1428,https://github.com/router-for-me/CLIProxyAPI/pull/1428,"board-2000,theme:go-cli-extraction,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1216
"Add robust stream/non-stream parity tests for ""fix(cliproxy): update auth before model registration"" across supported providers.",Execution item CP2K-1217 | Source: router-for-me/CLIProxyAPI pr#1425 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1425 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,provider-model-registry,yes,pr,router-for-me/CLIProxyAPI,pr#1425,https://github.com/router-for-me/CLIProxyAPI/pull/1425,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1217
"Add process-compose/HMR refresh workflow linked to ""feat(watcher): log auth field changes on reload"" for deterministic local runtime reload.",Execution item CP2K-1218 | Source: router-for-me/CLIProxyAPI pr#1423 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1423 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,dev-runtime-refresh,yes,pr,router-for-me/CLIProxyAPI,pr#1423,https://github.com/router-for-me/CLIProxyAPI/pull/1423,"board-2000,theme:dev-runtime-refresh,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1218
"Design non-subprocess integration contract related to ""feat(gemini-cli): support image content in Claude request conversion"" with Go bindings primary and API fallback.",Execution item CP2K-1219 | Source: router-for-me/CLIProxyAPI pr#1422 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1422 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,integration-api-bindings,yes,pr,router-for-me/CLIProxyAPI,pr#1422,https://github.com/router-for-me/CLIProxyAPI/pull/1422,"board-2000,theme:integration-api-bindings,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1219
"Standardize naming/metadata affected by ""feat(fallback): add model fallback support for automatic failover"" across both repos and docs.","Execution item CP2K-1220 | Source: router-for-me/CLIProxyAPI pr#1421 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1421 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,M,provider-model-registry,yes,pr,router-for-me/CLIProxyAPI,pr#1421,https://github.com/router-for-me/CLIProxyAPI/pull/1421,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1220
"Operationalize ""feat(logging): implement JSON structured logging with SSE content agg…"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-1223 | Source: router-for-me/CLIProxyAPI pr#1402 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1402 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1402,https://github.com/router-for-me/CLIProxyAPI/pull/1402,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1223
"Create or refresh provider quickstart derived from ""fix(translator): compare model group instead of full model name for signature validation"" with setup/auth/model/sanity-check flow.",Execution item CP2K-1224 | Source: router-for-me/CLIProxyAPI pr#1397 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1397 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,docs-quickstarts,yes,pr,router-for-me/CLIProxyAPI,pr#1397,https://github.com/router-for-me/CLIProxyAPI/pull/1397,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1224
"Improve CLI UX around ""fix(logging): expand tilde in auth-dir path for log directory"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-1225 | Source: router-for-me/CLIProxyAPI pr#1396 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1396 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,oauth-and-authentication,yes,pr,router-for-me/CLIProxyAPI,pr#1396,https://github.com/router-for-me/CLIProxyAPI/pull/1396,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1225
"Add robust stream/non-stream parity tests for ""fix(auth): 400 invalid_request_error 立即返回不再重试"" across supported providers.",Execution item CP2K-1227 | Source: router-for-me/CLIProxyAPI pr#1390 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1390 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,responses-and-chat-compat,yes,pr,router-for-me/CLIProxyAPI,pr#1390,https://github.com/router-for-me/CLIProxyAPI/pull/1390,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1227
"Refactor internals touched by ""fix(auth): normalize model key for thinking suffix in selectors"" to reduce coupling and improve maintainability.",Execution item CP2K-1228 | Source: router-for-me/CLIProxyAPI pr#1386 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1386 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1386,https://github.com/router-for-me/CLIProxyAPI/pull/1386,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1228
"Follow up ""feat: enhanced error logging with response body limits and custom features"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-1231 | Source: router-for-me/CLIProxyAPI pr#1377 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1377 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,thinking-and-reasoning,yes,pr,router-for-me/CLIProxyAPI,pr#1377,https://github.com/router-for-me/CLIProxyAPI/pull/1377,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1231
"Port relevant thegent-managed behavior implied by ""feat(logging): make error-logs-max-files configurable"" into cliproxy Go CLI commands and interactive setup.",Execution item CP2K-1235 | Source: router-for-me/CLIProxyAPI pr#1368 | Source URL: https://github.com/router-for-me/CLIProxyAPI/pull/1368 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,M,go-cli-extraction,yes,pr,router-for-me/CLIProxyAPI,pr#1368,https://github.com/router-for-me/CLIProxyAPI/pull/1368,"board-2000,theme:go-cli-extraction,prio:p1,wave:wave-1,effort:m,kind:pr",CP2K-1235
