id,theme,title,priority,effort,wave,status,implementation_ready,source_kind,source_repo,source_ref,source_url,implementation_note
CP2K-1528,responses-and-chat-compat,"Refactor internals touched by ""fix(gemini-cli): enhance 429 retry delay parsing"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#449,https://github.com/router-for-me/CLIProxyAPI/pull/449,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1530,docs-quickstarts,"Create or refresh provider quickstart derived from ""feat: add model name to GIN request logs"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#447,https://github.com/router-for-me/CLIProxyAPI/pull/447,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1531,responses-and-chat-compat,"Follow up ""feat: add model name to GIN request logs"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#446,https://github.com/router-for-me/CLIProxyAPI/pull/446,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1535,thinking-and-reasoning,"Improve CLI UX around ""fix: prioritize model mappings over local providers for Amp CLI"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#435,https://github.com/router-for-me/CLIProxyAPI/pull/435,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1536,thinking-and-reasoning,"Extend docs for ""feat: preserve thinking config for Claude models via Antigravity/Vertex AI"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#434,https://github.com/router-for-me/CLIProxyAPI/pull/434,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1537,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""fix(amp): pass mapped model to gemini bridge via context"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#432,https://github.com/router-for-me/CLIProxyAPI/pull/432,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1539,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""feat(amp): add response rewriter for model name substitution in responses"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#428,https://github.com/router-for-me/CLIProxyAPI/pull/428,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1540,thinking-and-reasoning,"Standardize naming/metadata affected by ""feat(kiro): add complete Kiro (AWS CodeWhisperer) integration"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#427,https://github.com/router-for-me/CLIProxyAPI/pull/427,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1541,integration-api-bindings,"Design non-subprocess integration contract related to ""feat(kiro): add complete Kiro (AWS CodeWhisperer) integration"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#426,https://github.com/router-for-me/CLIProxyAPI/pull/426,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1547,docs-quickstarts,"Create or refresh provider quickstart derived from ""fix(amp): add missing /auth/* and /api/tab/* proxy routes for AMP CLI"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#405,https://github.com/router-for-me/CLIProxyAPI/pull/405,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1549,responses-and-chat-compat,"Prepare safe rollout for ""Support OpenAI responses wire API and provider query params for OpenAI-compatible upstreams"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#401,https://github.com/router-for-me/CLIProxyAPI/pull/401,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1554,thinking-and-reasoning,"Generalize ""refactor(executor): dedupe thinking metadata helpers across Gemini executors"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#386,https://github.com/router-for-me/CLIProxyAPI/pull/386,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1555,thinking-and-reasoning,"Improve CLI UX around ""feat: add Canonical IR translator with new providers (Kiro, Cline, Ollama)"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#385,https://github.com/router-for-me/CLIProxyAPI/pull/385,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1556,thinking-and-reasoning,"Extend docs for ""test(copilot): add comprehensive test coverage [5/5]"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#384,https://github.com/router-for-me/CLIProxyAPI/pull/384,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1557,thinking-and-reasoning,"Add robust stream/non-stream parity tests for ""feat(copilot): add Gemini 3 Pro reasoning support [4/5]"" across supported providers.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#383,https://github.com/router-for-me/CLIProxyAPI/pull/383,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1558,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""feat(copilot): add Copilot request executor and model registry [3/5]"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#382,https://github.com/router-for-me/CLIProxyAPI/pull/382,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1559,thinking-and-reasoning,"Prepare safe rollout for ""feat(copilot): implement GitHub Copilot authentication flow [2/5]"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#381,https://github.com/router-for-me/CLIProxyAPI/pull/381,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1560,thinking-and-reasoning,"Standardize naming/metadata affected by ""feat(copilot): add shared infrastructure and config [1/5]"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#380,https://github.com/router-for-me/CLIProxyAPI/pull/380,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1561,provider-model-registry,"Follow up ""docs: add CCS (Claude Code Switch) to projects list"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#379,https://github.com/router-for-me/CLIProxyAPI/pull/379,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1563,thinking-and-reasoning,"Operationalize ""feat(util): add -reasoning suffix support for Gemini models"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#376,https://github.com/router-for-me/CLIProxyAPI/pull/376,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1564,docs-quickstarts,"Create or refresh provider quickstart derived from ""feat: Add support for VertexAI compatible service"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#375,https://github.com/router-for-me/CLIProxyAPI/pull/375,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1565,thinking-and-reasoning,"Improve CLI UX around ""feat(copilot): add GitHub Copilot support and Gemini 3 Pro reasoning"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#372,https://github.com/router-for-me/CLIProxyAPI/pull/372,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1566,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""fix(amp): add /threads.rss root-level route for AMP CLI"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#371,https://github.com/router-for-me/CLIProxyAPI/pull/371,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1568,thinking-and-reasoning,"Refactor internals touched by ""feat(auth): add GitHub Copilot authentication and API integration"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#362,https://github.com/router-for-me/CLIProxyAPI/pull/362,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1569,responses-and-chat-compat,"Prepare safe rollout for ""fix(translator): handle non-JSON output gracefully in function call r…"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#360,https://github.com/router-for-me/CLIProxyAPI/pull/360,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1570,thinking-and-reasoning,"Standardize naming/metadata affected by ""fix(gemini): use thinkingLevel instead of thinkingBudget for Gemini 3…"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#359,https://github.com/router-for-me/CLIProxyAPI/pull/359,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1571,thinking-and-reasoning,"Follow up ""feat(gemini): add Gemini 3 Pro Preview low/high reasoning effort mode…"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#358,https://github.com/router-for-me/CLIProxyAPI/pull/358,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1572,thinking-and-reasoning,"Harden ""fix(codex): estimate reasoning tokens from accumulated content when u…"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#357,https://github.com/router-for-me/CLIProxyAPI/pull/357,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1573,thinking-and-reasoning,"Operationalize ""fix(translator): add xhigh reasoning_effort support for Codex Max models"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#355,https://github.com/router-for-me/CLIProxyAPI/pull/355,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1574,thinking-and-reasoning,"Generalize ""fix(antigravity): ensure maxOutputTokens > thinkingBudget for Claude thinking models"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#348,https://github.com/router-for-me/CLIProxyAPI/pull/348,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1577,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""fix(thinking): resolve OpenAI/Gemini compatibility for thinking model…"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#340,https://github.com/router-for-me/CLIProxyAPI/pull/340,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1578,thinking-and-reasoning,"Refactor internals touched by ""feat(claude): add thinking model variants and beta headers support"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#334,https://github.com/router-for-me/CLIProxyAPI/pull/334,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1580,thinking-and-reasoning,"Standardize naming/metadata affected by ""Fix Antigravity Claude tools schema for Claude Code"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#327,https://github.com/router-for-me/CLIProxyAPI/pull/327,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1581,docs-quickstarts,"Create or refresh provider quickstart derived from ""feat(registry): add Claude 4.5 Opus model definition"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#326,https://github.com/router-for-me/CLIProxyAPI/pull/326,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1587,integration-api-bindings,"Design non-subprocess integration contract related to ""fix some bugs"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#306,https://github.com/router-for-me/CLIProxyAPI/pull/306,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-1588,responses-and-chat-compat,"Refactor internals touched by ""feat(translator): support image size and googleSearch tools"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#303,https://github.com/router-for-me/CLIProxyAPI/pull/303,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1589,oauth-and-authentication,"Prepare safe rollout for ""Zhizinan1997 test"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#299,https://github.com/router-for-me/CLIProxyAPI/pull/299,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1591,thinking-and-reasoning,"Follow up ""feat(translator): support xhigh thinking config level"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#294,https://github.com/router-for-me/CLIProxyAPI/pull/294,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1592,oauth-and-authentication,"Harden ""feat: add Google Antigravity support"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#289,https://github.com/router-for-me/CLIProxyAPI/pull/289,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1593,responses-and-chat-compat,"Operationalize ""Fix OpenAI responses 404"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#288,https://github.com/router-for-me/CLIProxyAPI/pull/288,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1594,responses-and-chat-compat,"Generalize ""Amp CLI Integration Module"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#287,https://github.com/router-for-me/CLIProxyAPI/pull/287,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1595,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""feat(iflow): add cookie-based authentication endpoint"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#285,https://github.com/router-for-me/CLIProxyAPI/pull/285,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1596,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""feat: Add Amp CLI integration with OAuth fallback support"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#284,https://github.com/router-for-me/CLIProxyAPI/pull/284,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1598,docs-quickstarts,"Create or refresh provider quickstart derived from ""feat: enable Gemini 3 Pro Preview with OAuth support"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#280,https://github.com/router-for-me/CLIProxyAPI/pull/280,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1599,thinking-and-reasoning,"Prepare safe rollout for ""feat(gemini): add support for gemini-3-pro-preview"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#279,https://github.com/router-for-me/CLIProxyAPI/pull/279,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1602,oauth-and-authentication,"Harden ""feat(auth): add iFlow cookie-based authentication support"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#270,https://github.com/router-for-me/CLIProxyAPI/pull/270,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1603,responses-and-chat-compat,"Operationalize ""fix: use underscore suffix in short name mapping"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#268,https://github.com/router-for-me/CLIProxyAPI/pull/268,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1604,responses-and-chat-compat,"Generalize ""fix(claude translator): guard tool schema properties"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#257,https://github.com/router-for-me/CLIProxyAPI/pull/257,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1605,responses-and-chat-compat,"Improve CLI UX around ""Implement Claude Web Search Support with Proper Streaming Translation"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#256,https://github.com/router-for-me/CLIProxyAPI/pull/256,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1606,thinking-and-reasoning,"Extend docs for ""fix(runtime): remove gpt-5.1 minimal effort variant"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#249,https://github.com/router-for-me/CLIProxyAPI/pull/249,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1610,integration-api-bindings,"Design non-subprocess integration contract related to ""fix(management): exclude disabled runtime-only auths from file entries"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#230,https://github.com/router-for-me/CLIProxyAPI/pull/230,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1613,thinking-and-reasoning,"Operationalize ""feat(registry): add GPT-5 Codex Mini model variants"" with observability, runbook updates, and deployment safeguards.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#225,https://github.com/router-for-me/CLIProxyAPI/pull/225,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1614,oauth-and-authentication,"Generalize ""Return auth info from memory"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#222,https://github.com/router-for-me/CLIProxyAPI/pull/222,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1615,docs-quickstarts,"Create or refresh provider quickstart derived from ""fix(translator): accept camelCase thinking config in OpenAI→Gemini"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#221,https://github.com/router-for-me/CLIProxyAPI/pull/221,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1616,thinking-and-reasoning,"Extend docs for ""fix(openai/chat-completions): preserve tool_result JSON, robust quoting, strip unsupported fields"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#217,https://github.com/router-for-me/CLIProxyAPI/pull/217,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1618,responses-and-chat-compat,"Refactor internals touched by ""ci: add GitHub Action to block changes under `internal/translator` di…"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#214,https://github.com/router-for-me/CLIProxyAPI/pull/214,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1619,thinking-and-reasoning,"Prepare safe rollout for ""fix: handle array format in tool_result content for Gemini API"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#209,https://github.com/router-for-me/CLIProxyAPI/pull/209,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1621,websocket-and-streaming,"Follow up ""fix: Correctly read and restore request body in logging middleware"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#206,https://github.com/router-for-me/CLIProxyAPI/pull/206,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1622,thinking-and-reasoning,"Harden ""OpenAI normalization + Responses ordering + multimodal routing/fallback (based on v6.3.4)"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#196,https://github.com/router-for-me/CLIProxyAPI/pull/196,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1624,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""Add Gemini API key endpoints"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#194,https://github.com/router-for-me/CLIProxyAPI/pull/194,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1628,thinking-and-reasoning,"Refactor internals touched by ""Feat: Add reasoning effort support for Gemini models"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#185,https://github.com/router-for-me/CLIProxyAPI/pull/185,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1631,websocket-and-streaming,"Follow up ""Merge my-code into main: upstream sync + conflict resolution + openspec updates"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#182,https://github.com/router-for-me/CLIProxyAPI/pull/182,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1632,docs-quickstarts,"Create or refresh provider quickstart derived from ""docs/add-haiku-4.5"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#180,https://github.com/router-for-me/CLIProxyAPI/pull/180,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1633,integration-api-bindings,"Design non-subprocess integration contract related to ""feat(registry): unify Gemini models and add AI Studio set"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#177,https://github.com/router-for-me/CLIProxyAPI/pull/177,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1634,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Add support for dynamic model providers"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#173,https://github.com/router-for-me/CLIProxyAPI/pull/173,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1638,provider-model-registry,"Refactor internals touched by ""fix: preserve cooled-down models and return JSON 429 with reset time metadata"" to reduce coupling and improve maintainability.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#155,https://github.com/router-for-me/CLIProxyAPI/pull/155,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-1639,responses-and-chat-compat,"Prepare safe rollout for ""docs: add Subtitle Translator to projects list"" via flags, migration docs, and backward-compat tests.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#151,https://github.com/router-for-me/CLIProxyAPI/pull/151,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1645,responses-and-chat-compat,"Improve CLI UX around ""refactor(executor): unify error handling for resource cleanup and buffer constants"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#138,https://github.com/router-for-me/CLIProxyAPI/pull/138,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1649,docs-quickstarts,"Create or refresh provider quickstart derived from ""perf: optimize Claude streaming with bufio and fix SSE parsing errors"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#126,https://github.com/router-for-me/CLIProxyAPI/pull/126,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-1653,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""fix(management,config,watcher): treat empty base-url as removal; improve config change logs"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#116,https://github.com/router-for-me/CLIProxyAPI/pull/116,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-1654,oauth-and-authentication,"Generalize ""feat(managementasset): Authenticate GitHub API requests"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#114,https://github.com/router-for-me/CLIProxyAPI/pull/114,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1656,integration-api-bindings,"Design non-subprocess integration contract related to ""fix(server): Handle empty/invalid config in cloud deploy mode"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#111,https://github.com/router-for-me/CLIProxyAPI/pull/111,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1660,responses-and-chat-compat,"Standardize naming/metadata affected by ""feat(translator): Add support for openrouter image_config"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#99,https://github.com/router-for-me/CLIProxyAPI/pull/99,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1661,oauth-and-authentication,"Follow up ""feat(cliproxy): Rebind auth executors on config change"" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#95,https://github.com/router-for-me/CLIProxyAPI/pull/95,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1666,docs-quickstarts,"Create or refresh provider quickstart derived from ""feat: Implement hot-reloading for management endpoints"" with setup/auth/model/sanity-check flow.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#82,https://github.com/router-for-me/CLIProxyAPI/pull/82,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-1670,thinking-and-reasoning,"Standardize naming/metadata affected by ""fix(translator): remove unsupported token limit fields for Codex Responses API"" across both repos and docs.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#71,https://github.com/router-for-me/CLIProxyAPI/pull/71,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-1671,oauth-and-authentication,"Follow up ""Fix for the bug causing configuration to fail, and avoidance of invalid scanning of auth files."" by closing compatibility gaps and locking in regression coverage.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#70,https://github.com/router-for-me/CLIProxyAPI/pull/70,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-1672,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Implement minimal incremental updates for models and keys"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#69,https://github.com/router-for-me/CLIProxyAPI/pull/69,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-1674,oauth-and-authentication,"Generalize ""fix(auth): Make round-robin auth selection deterministic"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#67,https://github.com/router-for-me/CLIProxyAPI/pull/67,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-1675,oauth-and-authentication,"Improve CLI UX around ""feat(auth): Enhance Gemini web auth with flexible input and UI"" with clearer commands, flags, and immediate validation feedback.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#66,https://github.com/router-for-me/CLIProxyAPI/pull/66,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-1676,oauth-and-authentication,"Extend docs for ""feat(auth): Improve Gemini web auth with email label detection"" with quickstart snippets and troubleshooting decision trees.",P1,M,wave-1,proposed,yes,pr,router-for-me/CLIProxyAPI,pr#65,https://github.com/router-for-me/CLIProxyAPI/pull/65,Add staged rollout controls (feature flags) with safe defaults and migration notes.
