id,theme,title,priority,effort,source_kind,source_repo,source_ref,source_url,status,action
CPB-0492,thinking-and-reasoning,"Harden ""[Bug] 400 error on Claude Code internal requests when thinking is enabled - assistant message missing thinking block"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#928,https://github.com/router-for-me/CLIProxyAPI/issues/928,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0493,docs-quickstarts,"Create/refresh provider quickstart derived from ""配置自定义提供商的时候怎么给相同的baseurl一次配置多个API Token呢？"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#927,https://github.com/router-for-me/CLIProxyAPI/issues/927,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0494,go-cli-extraction,"Port relevant thegent-managed flow implied by ""同一个chatgpt账号加入了多个工作空间，同时个人账户也有gptplus，他们的codex认证文件在cliproxyapi不能同时使用"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P1,S,issue,router-for-me/CLIProxyAPI,issue#926,https://github.com/router-for-me/CLIProxyAPI/issues/926,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0495,oauth-and-authentication,"Add DX polish around ""iFlow 登录失败"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#923,https://github.com/router-for-me/CLIProxyAPI/issues/923,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0496,general-polish,"Expand docs and examples for ""希望能自定义系统提示，比如自定义前缀"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#922,https://github.com/router-for-me/CLIProxyAPI/issues/922,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0497,thinking-and-reasoning,"Add QA scenarios for ""Help for setting mistral"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#920,https://github.com/router-for-me/CLIProxyAPI/issues/920,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0498,general-polish,"Refactor implementation behind ""能不能添加功能，禁用某些配置文件"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#919,https://github.com/router-for-me/CLIProxyAPI/issues/919,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0499,oauth-and-authentication,"Ensure rollout safety for ""How to run this?"" via feature flags, staged defaults, and migration notes.",P3,S,issue,router-for-me/CLIProxyAPI,issue#917,https://github.com/router-for-me/CLIProxyAPI/issues/917,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0500,general-polish,"Standardize metadata and naming conventions touched by ""API密钥→特定配额文件"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#915,https://github.com/router-for-me/CLIProxyAPI/issues/915,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0501,docs-quickstarts,"Follow up on ""增加支持Gemini API v1版本"" by closing compatibility gaps and preventing regressions in adjacent providers.",P3,S,issue,router-for-me/CLIProxyAPI,issue#914,https://github.com/router-for-me/CLIProxyAPI/issues/914,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0502,responses-and-chat-compat,"Harden ""error on claude code"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#913,https://github.com/router-for-me/CLIProxyAPI/issues/913,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0503,general-polish,"Operationalize ""反重力Claude修好后，大香蕉不行了"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#912,https://github.com/router-for-me/CLIProxyAPI/issues/912,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0504,general-polish,"Convert ""看到有人发了一个更短的提示词"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#911,https://github.com/router-for-me/CLIProxyAPI/issues/911,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0505,thinking-and-reasoning,"Add DX polish around ""Antigravity models return 429 RESOURCE_EXHAUSTED via cURL, but Antigravity IDE still works (started ~18:00 GMT+7)"" through improved command ergonomics and faster feedback loops.",P3,S,issue,router-for-me/CLIProxyAPI,issue#910,https://github.com/router-for-me/CLIProxyAPI/issues/910,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0506,integration-api-bindings,"Define non-subprocess integration path related to ""gemini3p报429，其他的都好好的"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#908,https://github.com/router-for-me/CLIProxyAPI/issues/908,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0507,responses-and-chat-compat,"Add QA scenarios for ""[BUG] 403 You are currently configured to use a Google Cloud Project but lack a Gemini Code Assist license"" including stream/non-stream parity and edge-case payloads.",P3,S,issue,router-for-me/CLIProxyAPI,issue#907,https://github.com/router-for-me/CLIProxyAPI/issues/907,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0508,websocket-and-streaming,"Refactor implementation behind ""新版本运行闪退"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#906,https://github.com/router-for-me/CLIProxyAPI/issues/906,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0509,thinking-and-reasoning,"Ensure rollout safety for ""更新到最新版本后，自定义 System Prompt 无效"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#905,https://github.com/router-for-me/CLIProxyAPI/issues/905,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0510,docs-quickstarts,"Create/refresh provider quickstart derived from ""⎿ 429 {""error"":{""code"":""model_cooldown"",""message"":""All credentials for model gemini-claude-opus-4-5-thinking are cooling down via provider antigravity"",""model"":""gemini-claude-opus-4-5-thinking"",""provider"":""antigravity"",""reset_seconds"" including setup, auth, model select, and sanity-check commands.",P3,S,issue,router-for-me/CLIProxyAPI,issue#904,https://github.com/router-for-me/CLIProxyAPI/issues/904,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0511,general-polish,"Follow up on ""有人遇到相同问题么？Resource has been exhausted (e.g. check quota)"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#903,https://github.com/router-for-me/CLIProxyAPI/issues/903,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0512,oauth-and-authentication,"Harden ""auth_unavailable: no auth available"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#902,https://github.com/router-for-me/CLIProxyAPI/issues/902,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0513,go-cli-extraction,"Port relevant thegent-managed flow implied by ""OpenAI Codex returns 400: Unsupported parameter: prompt_cache_retention"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P1,S,issue,router-for-me/CLIProxyAPI,issue#897,https://github.com/router-for-me/CLIProxyAPI/issues/897,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0514,general-polish,"Convert ""[feat]自动优化Antigravity的quota刷新时间选项"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#895,https://github.com/router-for-me/CLIProxyAPI/issues/895,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0515,oauth-and-authentication,"Add DX polish around ""Apply Routing Strategy also to Auth Files"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#893,https://github.com/router-for-me/CLIProxyAPI/issues/893,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0516,provider-model-registry,"Expand docs and examples for ""支持包含模型配置"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#892,https://github.com/router-for-me/CLIProxyAPI/issues/892,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0517,oauth-and-authentication,"Add QA scenarios for ""Cursor subscription support"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#891,https://github.com/router-for-me/CLIProxyAPI/issues/891,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0518,cli-ux-dx,"Refactor implementation behind ""增加qodercli"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#889,https://github.com/router-for-me/CLIProxyAPI/issues/889,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0519,thinking-and-reasoning,"Ensure rollout safety for ""[Bug] Codex auth file overwritten when account has both Plus and Team plans"" via feature flags, staged defaults, and migration notes.",P3,S,issue,router-for-me/CLIProxyAPI,issue#887,https://github.com/router-for-me/CLIProxyAPI/issues/887,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0520,responses-and-chat-compat,"Standardize metadata and naming conventions touched by ""新版本有超时Bug,切换回老版本没问题"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#886,https://github.com/router-for-me/CLIProxyAPI/issues/886,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0521,thinking-and-reasoning,"Follow up on ""can not work with mcp:ncp on antigravity auth"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#885,https://github.com/router-for-me/CLIProxyAPI/issues/885,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0522,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""Gemini Cli Oauth 认证失败"" so local config and runtime can be reloaded deterministically.",P1,S,issue,router-for-me/CLIProxyAPI,issue#884,https://github.com/router-for-me/CLIProxyAPI/issues/884,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0523,testing-and-quality,"Operationalize ""Claude Code Web Search doesn’t work"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#883,https://github.com/router-for-me/CLIProxyAPI/issues/883,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0524,responses-and-chat-compat,"Convert ""fix(antigravity): Streaming finish_reason 'tool_calls' overwritten by 'stop' - breaks Claude Code tool detection"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#876,https://github.com/router-for-me/CLIProxyAPI/issues/876,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0525,general-polish,"Add DX polish around ""同时使用GPT账号个人空间和团队空间"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#875,https://github.com/router-for-me/CLIProxyAPI/issues/875,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0526,provider-model-registry,"Expand docs and examples for ""antigravity and gemini cli duplicated model names"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#873,https://github.com/router-for-me/CLIProxyAPI/issues/873,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0527,docs-quickstarts,"Create/refresh provider quickstart derived from ""supports stakpak.dev"" including setup, auth, model select, and sanity-check commands.",P3,S,issue,router-for-me/CLIProxyAPI,issue#872,https://github.com/router-for-me/CLIProxyAPI/issues/872,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0528,provider-model-registry,"Refactor implementation behind ""gemini 模型 tool_calls 问题"" to reduce complexity and isolate transformation boundaries.",P3,S,issue,router-for-me/CLIProxyAPI,issue#866,https://github.com/router-for-me/CLIProxyAPI/issues/866,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0529,integration-api-bindings,"Define non-subprocess integration path related to ""谷歌授权登录成功，但是额度刷新失败"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#864,https://github.com/router-for-me/CLIProxyAPI/issues/864,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0530,websocket-and-streaming,"Standardize metadata and naming conventions touched by ""使用统计 每次重启服务就没了，能否重启不丢失，使用手动的方式去清理统计数据"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#863,https://github.com/router-for-me/CLIProxyAPI/issues/863,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0531,websocket-and-streaming,"Follow up on ""代理 iflow 模型服务的时候频繁出现重复调用同一个请求的情况。一直循环"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#856,https://github.com/router-for-me/CLIProxyAPI/issues/856,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0532,go-cli-extraction,"Port relevant thegent-managed flow implied by ""请增加对kiro的支持"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#855,https://github.com/router-for-me/CLIProxyAPI/issues/855,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0533,general-polish,"Operationalize ""Reqest for supporting github copilot"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#854,https://github.com/router-for-me/CLIProxyAPI/issues/854,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0534,provider-model-registry,"Convert ""请添加iflow最新模型iFlow-ROME-30BA3B"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#853,https://github.com/router-for-me/CLIProxyAPI/issues/853,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0535,thinking-and-reasoning,"Add DX polish around ""[Bug] Infinite hanging and quota surge with gemini-claude-opus-4-5-thinking in Claude Code"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#852,https://github.com/router-for-me/CLIProxyAPI/issues/852,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0536,general-polish,"Expand docs and examples for ""Would the consumption be greater in Claude Code?"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#848,https://github.com/router-for-me/CLIProxyAPI/issues/848,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0537,thinking-and-reasoning,"Add QA scenarios for ""功能请求：为 OAuth 账户添加独立代理配置支持"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#847,https://github.com/router-for-me/CLIProxyAPI/issues/847,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0538,responses-and-chat-compat,"Refactor implementation behind ""Promt caching"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#845,https://github.com/router-for-me/CLIProxyAPI/issues/845,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0539,general-polish,"Ensure rollout safety for ""Feature Request: API for fetching Quota stats (remaining, renew time, etc)"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#844,https://github.com/router-for-me/CLIProxyAPI/issues/844,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0540,cli-ux-dx,"Standardize metadata and naming conventions touched by ""使用antigravity转为API在claude code中使用不支持web search"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#842,https://github.com/router-for-me/CLIProxyAPI/issues/842,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0541,thinking-and-reasoning,"Follow up on ""[Bug] Antigravity countTokens ignores tools field - always returns content-only token count"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#840,https://github.com/router-for-me/CLIProxyAPI/issues/840,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0542,responses-and-chat-compat,"Harden ""Image Generation 504 Timeout Investigation"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#839,https://github.com/router-for-me/CLIProxyAPI/issues/839,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0543,provider-model-registry,"Operationalize ""[Feature Request] Schedule automated requests to AI models"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#838,https://github.com/router-for-me/CLIProxyAPI/issues/838,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0544,docs-quickstarts,"Create/refresh provider quickstart derived from """"Feature Request: Android Binary Support (Termux Build Guide)"""" including setup, auth, model select, and sanity-check commands.",P3,S,issue,router-for-me/CLIProxyAPI,issue#836,https://github.com/router-for-me/CLIProxyAPI/issues/836,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0545,thinking-and-reasoning,"Add DX polish around ""[Bug] Antigravity token refresh loop caused by metadataEqualIgnoringTimestamps skipping critical field updates"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#833,https://github.com/router-for-me/CLIProxyAPI/issues/833,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0546,general-polish,"Expand docs and examples for ""mac使用brew安装的cpa，请问配置文件在哪？"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#831,https://github.com/router-for-me/CLIProxyAPI/issues/831,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0547,testing-and-quality,"Add QA scenarios for ""Feature request"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#828,https://github.com/router-for-me/CLIProxyAPI/issues/828,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0548,thinking-and-reasoning,"Refactor implementation behind ""长时间运行后会出现`internal_server_error`"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#827,https://github.com/router-for-me/CLIProxyAPI/issues/827,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0549,thinking-and-reasoning,"Ensure rollout safety for ""windows环境下，认证文件显示重复的BUG"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#822,https://github.com/router-for-me/CLIProxyAPI/issues/822,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0550,provider-model-registry,"Standardize metadata and naming conventions touched by ""[FQ]增加telegram bot集成和更多管理API命令刷新Providers周期额度"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#820,https://github.com/router-for-me/CLIProxyAPI/issues/820,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0551,go-cli-extraction,"Port relevant thegent-managed flow implied by ""[Feature] 能否增加/v1/embeddings 端点"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#818,https://github.com/router-for-me/CLIProxyAPI/issues/818,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0552,integration-api-bindings,"Define non-subprocess integration path related to ""模型带前缀并开启force_model_prefix后，以gemini格式获取模型列表中没有带前缀的模型"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#816,https://github.com/router-for-me/CLIProxyAPI/issues/816,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0553,thinking-and-reasoning,"Operationalize ""iFlow account error show on terminal"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#815,https://github.com/router-for-me/CLIProxyAPI/issues/815,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0554,thinking-and-reasoning,"Convert ""代理的codex 404"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#812,https://github.com/router-for-me/CLIProxyAPI/issues/812,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0555,install-and-ops,"Add DX polish around ""Set up Apprise on TrueNAS for notifications"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#808,https://github.com/router-for-me/CLIProxyAPI/issues/808,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0556,responses-and-chat-compat,"Expand docs and examples for ""Request for maintenance team intervention: Changes in internal/translator needed"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#806,https://github.com/router-for-me/CLIProxyAPI/issues/806,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0557,responses-and-chat-compat,"Add QA scenarios for ""feat(translator): integrate SanitizeFunctionName across Claude translators"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#804,https://github.com/router-for-me/CLIProxyAPI/issues/804,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0558,websocket-and-streaming,"Refactor implementation behind ""win10无法安装没反应，cmd安装提示，failed to read config file"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#801,https://github.com/router-for-me/CLIProxyAPI/issues/801,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0559,websocket-and-streaming,"Ensure rollout safety for ""在cherry-studio中的流失响应似乎未生效"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#798,https://github.com/router-for-me/CLIProxyAPI/issues/798,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0560,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""Bug: ModelStates (BackoffLevel) lost when auth is reloaded or refreshed"" across both repos.",P1,S,issue,router-for-me/CLIProxyAPI,issue#797,https://github.com/router-for-me/CLIProxyAPI/issues/797,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0561,docs-quickstarts,"Create/refresh provider quickstart derived from ""[Bug] Stream usage data is merged with finish_reason: ""stop"", causing Letta AI to crash (OpenAI Stream Options incompatibility)"" including setup, auth, model select, and sanity-check commands.",P1,S,issue,router-for-me/CLIProxyAPI,issue#796,https://github.com/router-for-me/CLIProxyAPI/issues/796,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0562,provider-model-registry,"Harden ""[BUG] Codex 默认回调端口 1455 位于 Hyper-v 保留端口段内"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#793,https://github.com/router-for-me/CLIProxyAPI/issues/793,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0563,thinking-and-reasoning,"Operationalize ""【Bug】: High CPU usage when managing 50+ OAuth accounts"" with observability, alerting thresholds, and runbook updates.",P1,S,issue,router-for-me/CLIProxyAPI,issue#792,https://github.com/router-for-me/CLIProxyAPI/issues/792,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0564,websocket-and-streaming,"Convert ""使用上游提供的 Gemini API 和 URL 获取到的模型名称不对应"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#791,https://github.com/router-for-me/CLIProxyAPI/issues/791,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0565,thinking-and-reasoning,"Add DX polish around ""当在codex exec 中使用gemini 或claude 模型时 codex 无输出结果"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#790,https://github.com/router-for-me/CLIProxyAPI/issues/790,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0566,general-polish,"Expand docs and examples for ""Brew 版本更新延迟，能否在 github Actions 自动增加更新 brew 版本？"" with copy-paste quickstart and troubleshooting section.",P2,S,issue,router-for-me/CLIProxyAPI,issue#789,https://github.com/router-for-me/CLIProxyAPI/issues/789,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0567,thinking-and-reasoning,"Add QA scenarios for ""[Bug]: Gemini Models Output Truncated - Database Schema Exceeds Maximum Allowed Tokens (140k+ chars) in Claude Code"" including stream/non-stream parity and edge-case payloads.",P1,S,issue,router-for-me/CLIProxyAPI,issue#788,https://github.com/router-for-me/CLIProxyAPI/issues/788,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0568,websocket-and-streaming,"Refactor implementation behind ""可否增加一个轮询方式的设置，某一个账户额度用尽时再使用下一个"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#784,https://github.com/router-for-me/CLIProxyAPI/issues/784,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0569,general-polish,"Ensure rollout safety for ""[功能请求] 新增联网gemini 联网模型"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#779,https://github.com/router-for-me/CLIProxyAPI/issues/779,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0570,go-cli-extraction,"Port relevant thegent-managed flow implied by ""Support for parallel requests"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#778,https://github.com/router-for-me/CLIProxyAPI/issues/778,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0571,websocket-and-streaming,"Follow up on ""当认证账户消耗完之后，不会自动切换到 AI 提供商账户"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#777,https://github.com/router-for-me/CLIProxyAPI/issues/777,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0572,websocket-and-streaming,"Harden ""[功能请求] 假流式和非流式防超时"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#775,https://github.com/router-for-me/CLIProxyAPI/issues/775,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0573,general-polish,"Operationalize ""[功能请求]可否增加 google genai 的兼容"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#771,https://github.com/router-for-me/CLIProxyAPI/issues/771,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0574,general-polish,"Convert ""反重力账号额度同时消耗"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#768,https://github.com/router-for-me/CLIProxyAPI/issues/768,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0575,integration-api-bindings,"Define non-subprocess integration path related to ""iflow模型排除无效"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#762,https://github.com/router-for-me/CLIProxyAPI/issues/762,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
